안전시설명,안전시설전화번호,소재지도로명주소,소재지지번주소,위도,경도,현존주소여부
송암kids태권도,,경기도 이천시 신둔면 증신로 561,경기도 이천시 신둔면 도암리 352-15번지 2층 송암키즈태권도,37.3191116073,127.4415369053,S
이천시-CU편의점(이천신둔점),031-631-4008,경기도 이천시 신둔면 경충대로 3114,경기도 이천시 신둔면 수광리 137-2번지,37.3050799897,127.4046935139,S
이천시-배영문구수퍼,031-641-8104,경기도 이천시 율면 고당로 49,경기도 이천시 율면 고당리 729-11번지,37.0879515673,127.5418572846,S
이천시-보통상회,031-641-1399,경기도 이천시 장호원읍 장감로 45,경기도 이천시 장호원읍 장호원리 110-3번지,37.1166366407,127.6277578012,S
이천시-GS25시(장호원점),031-641-2479,경기도 이천시 장호원읍 샘재로 159,경기도 이천시 장호원읍 장호원리 113-10번지,37.1172564219,127.6297849726,S
이천시-총괄우체국(이천),031-635-2820,경기도 이천시 경충대로 2610,경기도 이천시 중리동 456-20번지,37.2756469017,127.4429353935,S
이천시-hy동이천점,031-634-0291,경기도 이천시 이섭대천로1177번길 20,경기도 이천시 중리동 460-10번지,37.2757294875,127.4460485661,S
이천시-로뎀문구,031-636-7020,경기도 이천시 이섭대천로 1411,경기도 이천시 증포동 210-1번지,37.2938786533,127.4556709026,S
이천시-세븐일레븐(이천증포점),031-635-3682,경기도 이천시 이섭대천로1439번길 4,경기도 이천시 증포동 215-2번지,37.2963489947,127.4570572516,S
이천시-CU(이천고점),031-637-7780,,경기도 이천시 증포동 404-2번지 하이힐파크,37.2872944503,127.4460515919,S
이천시-CU(이천문화센터점),031-637-6010,경기도 이천시 영창로256번길 4,경기도 이천시 창전동 460-5번지,37.2805180760,127.4509973104,S
이천시-GS25시(이천매곡점),031-632-0339,경기도 이천시 호법면 이섭대천로 98,경기도 이천시 호법면 매곡리 196-4번지,37.2152551584,127.3940542578,S
정원노인요양원,031-942-8887,경기도 파주시 광탄면 장지산로200번길 32-83,경기도 파주시 광탄면 분수리 28-15,37.7546345117,126.8863625808,S
정원치매노인요양센터,031-943-7001,경기도 파주시 광탄면 장지산로200번길 32-83,경기도 파주시 광탄면 분수리 28-16,37.7545109916,126.8868744395,S
광탄 대일할인마트,031-947-2281,경기도 파주시 광탄면 큰여울길 27,경기도 파주시 광탄면 신산리 184-24번지,37.7794874327,126.8484446561,S
광탄 굿모닝25시,031-947-0901,경기도 파주시 광탄면 동거리길 28,경기도 파주시 광탄면 신산리 215-20번지,37.7810498855,126.8490214529,S
교하 코사마트,031-945-5589,경기도 파주시 교하로 1389,경기도 파주시 교하동 331-4번지,37.7534936409,126.7456895244,S
모범약국,031-944-7582,경기도 파주시 황골로 93,경기도 파주시 금촌동 791-11,37.7555965353,126.7792702656,S
해법정문보습학원,031-944-9219,경기도 파주시 동산3길 38-12,경기도 파주시 금촌동 931-13번지,37.7608296034,126.7699101409,S
교하 산뜨락곤드레,031-947-5225,경기도 파주시 교하로681번길 16,경기도 파주시 동패동 1096-5,37.7092160911,126.7037878568,S
코사마트(13단지),031-957-6767,,경기도 파주시 동패동 1704번지 책향기마을상록경남아너스빌,37.7217465281,126.7189379585,S
삼성스토어 운정,031-8071-6262,경기도 파주시 미래로 304,경기도 파주시 동패동 21번지 미래로 304호,37.7048544497,126.7464096336,S
세븐일레븐(파주해솔로점),,,경기도 파주시 목동동 647번지 해솔마을1단지두산위브,37.7290207392,126.7439178975,S
문산 우리온누리약국,031-953-9272,,경기도 파주시 문산읍 당동리 우리메디털프라자 105호,,,F
문산 중앙문구,031-953-9668,경기도 파주시 문산읍 문산로 34,경기도 파주시 문산읍 문산리 40-6번지,37.8571874237,126.7830679774,S
법원 코사마트,031-958-1191,경기도 파주시 법원읍 사임당로 847,경기도 파주시 법원읍 대능리 88-41번지 사임당로 847,37.8491580641,126.8750205913,S
파주보육원,031-958-0176,경기도 파주시 법원읍 술이홀로 996,경기도 파주시 법원읍 법원리 515,37.8583167129,126.8804112090,S
행복할인마트,031-958-8249,,경기도 파주시 법원읍 법원리 525-3번지 리더스빌,37.8554167956,126.8774231159,S
CU(금촌동문점),031-957-7045,경기도 파주시 정담길 61,경기도 파주시 아동동 292-15번지,37.7705661685,126.7761501439,S
왕순이주먹밥,031-948-6900,경기도 파주시 와석순환로 35,경기도 파주시 야당동 1031번지 한빛마을8단지 상가 104호,37.7086043965,126.7549937679,S
적성 태평양약국,031-958-8275,경기도 파주시 적성면 청송로 1016,경기도 파주시 적성면 마지리 50-4번지,37.9538668292,126.9183102646,S
파주 이노아울렛,031-907-7951,경기도 파주시 조리읍 대원로 332-7,경기도 파주시 조리읍 대원리 1060-5번지,37.7427576747,126.7964767008,S
조리 푸른서점,031-941-5165,경기도 파주시 조리읍 봉천로 38-77,경기도 파주시 조리읍 봉일천리 203-5번지,37.7442195627,126.8074272961,S
가나안 노인복지원,031-947-2298,경기도 파주시 조리읍 등원로 359,경기도 파주시 조리읍 오산리 129-1,37.7739343554,126.8321650331,S
탄현 엘피엘 주유소,031-942-3800,경기도 파주시 탄현면 방촌로 1003,경기도 파주시 탄현면 금승리 488-6,37.8249233082,126.7319641556,S
탄현 영아트 문구점,031-946-9945,경기도 파주시 탄현면 하늘소로 106,경기도 파주시 탄현면 법흥리 1725-3번지,37.7744653621,126.7016578672,S
진인실비노인요양원,031-958-3043,,경기도 파주시 파평면 눌노리 167-7,37.9306926832,126.8556352794,S
슬기로운 약국,031-662-8821,경기도 평택시 고덕갈평5길 32,경기도 평택시 고덕동 1886-1번지,37.0565551013,127.0474094593,S
CU(평택고덕신안점),,경기도 평택시 고덕국제대로 203,경기도 평택시 고덕동 1897-3번지 신안 상가 103호,37.0560244413,127.0430149806,S
홈마트,031-663-3033,,경기도 평택시 고덕동 1899-2번지 고덕국제신도시제일풍경채,37.0524159127,127.0422830963,S
고덕파라곤공인중개사사무소,031-664-7789,경기도 평택시 고덕국제대로 180,경기도 평택시 고덕동 1904-2번지 단지내 상가 301동 L109호,37.0545865137,127.0464989030,S
평택신협 고덕지점,031-664-1354,경기도 평택시 고덕중앙로 200-4,경기도 평택시 고덕동 1973-1번지 평택신협고덕지점,37.0477809857,127.0442114894,S
이마트24 고덕초교점,,경기도 평택시 함박산10길 10,경기도 평택시 고덕동 2498-4번지,37.0415788731,127.0279995418,S
이마트24고덕풍경채점,,경기도 평택시 함박산9길 18,경기도 평택시 고덕동 2515-10번지,37.0394237996,127.0301043930,S
이마트24(고덕호반점),,경기도 평택시 고덕국제1로 50,경기도 평택시 고덕동 2619-1번지 호반써밋고덕신도시 116동 206호,37.0422157442,127.0409836832,S
gs25(고덕호반점),,경기도 평택시 고덕국제5로 100,경기도 평택시 고덕동 2722-1번지 고덕국제신도시호반써밋3차더트리아츠 1580동 B1층 108호,37.0330086860,127.0286035289,S
효덕음악학원,,,경기도 평택시 고덕면 궁리 75번지 태평아파트,37.0159954397,127.0346327679,S
(평택시)CU(평택군문점),031-654-7212,경기도 평택시 원평로 13,경기도 평택시 군문동 360-2번지 평택군문2단지 상가 107호,36.9875475595,127.0861257412,S
(평택시)GS25(송탄삼익점),031-665-2509,,경기도 평택시 독곡동 468번지 삼익아파트,37.0852993493,127.0636657551,S
(평택시)CU(송탄독곡점),031-611-4351,,경기도 평택시 독곡동 474번지 아주아파트,37.0830876779,127.0628008427,S
(평택시)와글와글문구팬시점,,경기도 평택시 동삭로 370,경기도 평택시 동삭동 332-10번지,37.0186119409,127.0968617063,S
CU(평택삼익점),031-656-2135,,경기도 평택시 동삭동 343-2번지 삼익사이버아파트,37.0222422834,127.0961455104,S
슬림라이프약국,,경기도 평택시 모산영신1길 76-21,경기도 평택시 동삭동 472번지 모산영신1길 45 1층 101호,37.0200164877,127.0884903523,S
(평택시)GS25(평택자이점),031-651-2143,,경기도 평택시 동삭동 854번지 평택센트럴자이4단지,37.0193043266,127.1016919981,S
(평택시)고봉민김밥인,031-653-0733,,경기도 평택시 동삭동 855번지 평택센트럴자이5단지,37.0203438972,127.1025634395,S
옛날통닭엔 강정,,경기도 평택시 지제동삭1로 163,경기도 평택시 동삭동 지제동삭1로 163 지제더샵센트럴파크 1단지 108호,37.0233086761,127.0864602191,S
(평택시)모닝글로리(평택비전점),031-618-2070,경기도 평택시 비전9길 18,경기도 평택시 비전동 1037번지,37.0033643633,127.1090470606,S
(평택시)초롱문구,031-654-6779,경기도 평택시 평택3로 64,경기도 평택시 비전동 613-5번지,36.9947791551,127.0945601054,S
(평택시)세븐일레븐(평택성동점),031-655-6002,경기도 평택시 중앙로 99,경기도 평택시 비전동 617-2번지,36.9936691398,127.0941951450,S
(평택시)아이비클럽,031-657-2288,경기도 평택시 중앙로 103,경기도 평택시 비전동 731-2번지,36.9935892791,127.0945664218,S
(평택시)오로라미니가게,,경기도 평택시 비전1로57번길 64,경기도 평택시 비전동 789-1번지,37.0003472451,127.0937438161,S
모두미쁜공방구,,경기도 평택시 매봉산1길 11,경기도 평택시 비전동 813-1번지 태산아파트 상가 1층 103호,36.9985551130,127.1076556084,S
(평택시)CU(덕동행운점),,경기도 평택시 매봉산5길 2,경기도 평택시 비전동 821-3번지,36.9961141592,127.1055216275,S
(평택시)세븐일레븐(비전5호점),031-657-5035,경기도 평택시 문화촌로19번길 19,경기도 평택시 비전동 869-5번지,36.9975675799,127.1143925718,S
(평택시)비전2동우체국,031-657-2005,경기도 평택시 평남로 726,경기도 평택시 비전동 878-4번지,36.9944858075,127.1147452747,S
(평택시)신명마트,031-655-8033,,경기도 평택시 비전동 881번지 신명나리아파트,36.9928877714,127.1195631397,S
(평택시)나래공인중개사,031-692-8811,,경기도 평택시 비전동 887번지 문화아파트,36.9918105473,127.1153656043,S
(평택시)벽산슈퍼,031-654-0293,,경기도 평택시 비전동 889번지 벽산아파트,36.9920395320,127.1192864211,S
이마트24(평택벽산점),031-654-0293,,경기도 평택시 비전동 889번지 벽산아파트,36.9920395320,127.1192864211,S
(평택시)세븐일레븐(평택서정점),031-668-1478,경기도 평택시 이충로 84,경기도 평택시 서정동 1106-3번지,37.0641360960,127.0667228166,S
(평택시)인화당약국,031-664-8818,경기도 평택시 정암로 17,경기도 평택시 서정동 332-37번지,37.0571991816,127.0556386668,S
(평택시)송서슈퍼,031-666-3089,경기도 평택시 신서로 66,경기도 평택시 서정동 557-10번지,37.0722094386,127.0512537818,S
(평택시)CU(송탄동산점),031-611-6034,경기도 평택시 특구로19번길 48,경기도 평택시 서정동 818-32번지,37.0675207376,127.0605391997,S
(평택시)송일문구,031-663-6421,경기도 평택시 송일로 5,경기도 평택시 서정동 863-8번지,37.0633234373,127.0590111584,S
(평택시)CU(송탄창전점),031-611-3337,경기도 평택시 서정로 232,경기도 평택시 서정동 865번지,37.0657389555,127.0589296838,S
(평택시)만물D.C마트,031-664-6875,경기도 평택시 서탄면 서탄로 274-1,경기도 평택시 서탄면 금암리 242-21번지,37.1077594417,127.0343532871,S
(평택시)성도마트,031-655-1067,경기도 평택시 은실1길 10,경기도 평택시 세교동 186-7번지,37.0022455876,127.0772008143,S
(평택시)GS25(평택세교사랑점),031-657-0145,경기도 평택시 잔다리1길 14,경기도 평택시 세교동 238번지,37.0048469467,127.0786700366,S
삼성스토어(평택세교점),,경기도 평택시 평택로 305,경기도 평택시 세교동 406-25번지,37.0104132608,127.0723559163,S
(평택시)태영공판장,031-652-8032,,경기도 평택시 세교동 554번지 태영청솔아파트,37.0047405244,127.0842791802,S
(평택시)부영약국,031-651-3083,,경기도 평택시 세교동 555번지 부영아파트,37.0041207485,127.0849119670,S
(평택시)풀이랑가위랑,031-657-8185,,경기도 평택시 세교동 555번지 부영아파트,37.0041207485,127.0849119670,S
(평택시)세븐일레븐(평택세교점),031-658-3962,경기도 평택시 세교공원로 1,경기도 평택시 세교동 568-3번지,37.0002150927,127.0791001967,S
(평택시)K마트,031-666-1408,경기도 평택시 송월로15번길 25,경기도 평택시 신장동 267-318번지,37.0745498437,127.0480112769,S
(평택시)송신슈퍼,031-666-3897,경기도 평택시 밀월로21번길 28,경기도 평택시 신장동 274-231번지,37.0766632676,127.0514637898,S
(평택시)신창마트,031-683-7747,경기도 평택시 안중읍 현덕로 3,경기도 평택시 안중읍 송담리 170-2번지,36.9809671992,126.9371487229,S
(평택시)서울약국,031-681-6006,경기도 평택시 안중읍 안중로 133,경기도 평택시 안중읍 안중리 233-7번지,36.9890162829,126.9313247331,S
(평택시)휠라인티모(안중점),031-681-0425,경기도 평택시 안중읍 안중로114번길 4-1,경기도 평택시 안중읍 안중리 281-4번지,36.9884538577,126.9287106702,S
(평택시)에덴약국,031-682-6997,경기도 평택시 안중읍 안현로서2길 20,경기도 평택시 안중읍 안중리 290-4번지,36.9882692644,126.9296896780,S
(평택시)안중도매문구,031-686-8983,경기도 평택시 안중읍 현화중앙길 76,경기도 평택시 안중읍 현화리 336번지,36.9851995578,126.9212401654,S
(평택시)글라스스토리,031-682-0633,경기도 평택시 안중읍 안현로서6길 38,경기도 평택시 안중읍 현화리 45번지,36.9848038042,126.9251310211,S
(평택시)현화우체국,031-684-0550,경기도 평택시 안중읍 현화중앙길 69,경기도 평택시 안중읍 현화리 823-5번지,36.9847458987,126.9206368271,S
(평택시)파리바게트(현화점),031-681-3310,,경기도 평택시 안중읍 현화리 825-1번지 성원아파트,36.9830110967,126.9198072581,S
(평택시)행복나눔안경,031-682-5557,경기도 평택시 안중읍 안현로서8길 39,경기도 평택시 안중읍 현화리 834-1번지,36.9793681598,126.9214191639,S
(평택시)피자마루,031-684-1084,,경기도 평택시 안중읍 현화리 841번지 서광미소마을,36.9799377935,126.9217743986,S
(평택시)CU(안중성심점),,경기도 평택시 안중읍 안중로18번길 46,경기도 평택시 안중읍 현화리 846-15번지,36.9837856594,126.9270938214,S
(평택시)현대도매문구,,경기도 평택시 안중읍 안중로18번길 61-18,경기도 평택시 안중읍 현화리 847-6번지,36.9834607728,126.9251523626,S
(평택시)사랑의동산교회,031-683-0134,경기도 평택시 안중읍 안중로8번길 23-1,경기도 평택시 안중읍 현화리 863-4번지,36.9825444984,126.9258109589,S
용인대석사한솔태권도,,경기도 평택시 오성면 숙성시장길 26,경기도 평택시 오성면 숙성리 134-16번지,37.0072805670,126.9807791781,S
(평택시)오성당약국,031-681-3638,경기도 평택시 오성면 숙성시장길 34-1,경기도 평택시 오성면 숙성리 137-9번지,37.0075370378,126.9817103503,S
(평택시)시립오성어린이집,031-682-8589,경기도 평택시 오성면 숙성1길 4-6,경기도 평택시 오성면 숙성리 35-1번지,37.0093575949,126.9857781920,S
(평택시)크고싸고맛있는햄버거,031-682-9006,경기도 평택시 오성면 숙성시장길 18,경기도 평택시 오성면 죽리 65-5번지,37.0072667785,126.9796889998,S
(평택시)대우공인중개사무소,031-658-8989,,경기도 평택시 용이동 471-1번지 평택용이푸르지오,36.9994479071,127.1419968825,S
(평택시)꾼들이만든떡볶이,031-691-7129,,경기도 평택시 용이동 581번지 평택용이금호어울림1단지,37.0031296507,127.1314820436,S
(평택시)색연필문구(현촌점),,,경기도 평택시 용이동 581번지 평택용이금호어울림1단지,37.0031296507,127.1314820436,S
GS25(평택용죽점),,경기도 평택시 용죽3로 20,경기도 평택시 용이동 685-2번지 1층,36.9937361272,127.1255487614,S
(평택시)GS25(미주점),031-665-2501,,경기도 평택시 이충동 592번지 이충마을미주3차아파트,37.0618277145,127.0689967932,S
(평택시)CU(평택이충점),031-667-2105,,경기도 평택시 이충동 593번지 부영아파트,37.0622167142,127.0669024533,S
CU(송탄부영점),,,경기도 평택시 이충동 594-2번지 부영아파트,37.0612881410,127.0668739881,S
(평택시)GS25(송탄부영점),031-665-5693,,경기도 평택시 이충동 594-2번지 부영아파트,37.0612881410,127.0668739881,S
삼성스토어(평택고덕점),,경기도 평택시 경기대로 1228-1,경기도 평택시 이충동 605-2번지,37.0555874411,127.0609679330,S
(평택시)이수약국,031-611-6197,경기도 평택시 송탄로40번길 67,경기도 평택시 이충동 614-5번지,37.0513938829,127.0580230251,S
CU이충프라자점,,경기도 평택시 이충로 49-29,경기도 평택시 이충동 664-5번지 월프라자 1층,37.0601932020,127.0657216931,S
(평택시)세븐일레븐(평택지산미주점),031-662-4023,,경기도 평택시 지산동 1091번지 미주아파트,37.0765253287,127.0628047729,S
(평택시)세븐일레븐(평택지산푸른점),,경기도 평택시 지산3로10번길 2,경기도 평택시 지산동 1180번지,37.0765636518,127.0658758514,S
(평택시)아리랑할인마트,,경기도 평택시 진위면 봉남길 60,경기도 평택시 진위면 봉남리 185번지,37.0994026530,127.0903571046,S
CU뉴칠원동광점,,경기도 평택시 진위면 봉남길 54,경기도 평택시 진위면 봉남리 331-6번지 1층,37.0996800655,127.0897704235,S
(평택시)신영낚시슈퍼,031-683-6174,경기도 평택시 청북읍 청북중앙로 240-34,경기도 평택시 청북읍 삼계리 398-6번지,37.0396756754,126.9090087897,S
(평택시)뚜레쥬르(청북점),031-681-0455,경기도 평택시 청북읍 청북남로 278,경기도 평택시 청북읍 옥길리 1102번지 부영3차 상가 101호 동,37.0197351224,126.9142557696,S
(평택시)청북우체국,031-683-5000,경기도 평택시 청북읍 신포길 70,경기도 평택시 청북읍 현곡리 299-26번지,37.0422644653,126.9333792267,S
(평택시)CU(평택칠원점),031-668-1494,경기도 평택시 원칠원길 51,경기도 평택시 칠원동 39-5번지,37.0313073111,127.1004712435,S
gs동문나점,,,경기도 평택시 칠원동 595번지 평택지제역동문디이스트4단지,37.0244263882,127.1076799959,S
(평택시)HY(서평택점),031-655-0445,경기도 평택시 통복시장로48번길 16,경기도 평택시 통복동 53-1번지,36.9997358206,127.0863631391,S
cu팽성센트럴점,,경기도 평택시 팽성읍 동서촌로 54,경기도 평택시 팽성읍 객사리 144-5번지 동서촌로 54 1층,36.9643606434,127.0580885290,S
(평택시)키즈랜드어린이집,031-658-1006,경기도 평택시 팽성읍 송화2길 36,경기도 평택시 팽성읍 송화리 228-3번지,36.9512029715,127.0493925879,S
(평택시)GS25)(팽성오성점),031-658-7165,경기도 평택시 팽성읍 팽성송화로 41,경기도 평택시 팽성읍 송화리 246-1번지,36.9520629194,127.0527233767,S
(평택시)세븐일레븐(평택송화점),031-691-5875,,경기도 평택시 팽성읍 송화리 790-1번지 대원아파트,36.9635007462,127.0595650896,S
(평택시)시립 안정어린이집,031-691-1440,경기도 평택시 팽성읍 안정순환로186번길 4,경기도 평택시 팽성읍 안정리 41-316번지,36.9630466441,127.0443351507,S
(평택시)용인대 건영태권도,031-656-6039,경기도 평택시 원평2로20번길 1,경기도 평택시 평택동 107-4번지,36.9900101165,127.0814488679,S
(평택시)짱헤어샾,031-692-6676,경기도 평택시 원평로55번길 34-10,경기도 평택시 평택동 111-1번지,36.9900037149,127.0821905729,S
(평택시)보물나라,,경기도 평택시 원평2로 32-1,경기도 평택시 평택동 99-1번지,36.9906260510,127.0822883065,S
(평택시)용인대 석사 백호태권도,031-682-8755,경기도 평택시 포승읍 내기새싹길 12,경기도 평택시 포승읍 내기리 54-9번지,36.9789795374,126.8749849083,S
(평택시)모아할인마트,031-684-8246,,경기도 평택시 포승읍 도곡리 1113번지 모아미래도1차,36.9910264825,126.8505122885,S
(평택시)뚜레쥬르(포승점),031-684-3866,경기도 평택시 포승읍 여술로 20,경기도 평택시 포승읍 도곡리 1122-1번지,36.9877046831,126.8447647316,S
GS25(포승도곡원룸점),,경기도 평택시 포승읍 여술4길 27,경기도 평택시 포승읍 도곡리 1130-16번지 1층,36.9903586184,126.8438092662,S
(평택시)영마트(포승점),031-682-4482,경기도 평택시 포승읍 여술3길 8,경기도 평택시 포승읍 도곡리 1144-19번지,36.9875570870,126.8457885593,S
(평택시)CU(포승대로점),,경기도 평택시 포승읍 서동대로 1151,경기도 평택시 포승읍 석정리 1257-6번지,36.9829720691,126.8817164951,S
(평택시)CU(평택석정점),031-684-0096,경기도 평택시 포승읍 포승장안로 96,경기도 평택시 포승읍 석정리 127번지,36.9968968800,126.8988209166,S
(평택시)코사마트(포승점),031-686-6160,경기도 평택시 포승읍 포승원정길 40,경기도 평택시 포승읍 원정리 390-1번지,36.9956559511,126.8416285076,S
(평택시)엔마트,031-682-0194,경기도 평택시 포승읍 평택항로 473,경기도 평택시 포승읍 원정리 438번지,36.9935618289,126.8427478666,S
(평택시)송월타올,031-656-9737,경기도 평택시 평택4로 41,경기도 평택시 합정동 762-6번지,36.9917610653,127.1003860106,S
(평택시)어린왕자 문구점,031-654-6822,경기도 평택시 조개터로42번길 66,경기도 평택시 합정동 776-1번지,36.9900320932,127.1063171843,S
(평택시)합정동우체국,031-655-0026,경기도 평택시 평택3로 3,경기도 평택시 합정동 829-2번지,36.9894367013,127.0928241996,S
(평택시)주공은혜슈퍼,031-656-4541,경기도 평택시 평택3로 11,경기도 평택시 합정동 829번지 단지 주공은혜슈퍼,36.9899640619,127.0915178477,S
(평택시)HY(평택점),031-655-1936,경기도 평택시 조개터로34번길 50,경기도 평택시 합정동 901-1번지,36.9895144379,127.1051624040,S
(평택시)한일문구마트,031-682-2973,경기도 평택시 현덕면 현덕로 1266,경기도 평택시 현덕면 인광리 405-22번지,36.9653895386,126.9201095166,S
자혜의집요양원,031-543-3980,경기도 포천시 가산면 부흥로 718,경기도 포천시 가산면 금현리 649-4,37.8112500742,127.1913725970,S
자혜의집양로원,031-543-3980,경기도 포천시 가산면 부흥로 718,경기도 포천시 가산면 금현리 649-4,37.8112500742,127.1913725970,S
자혜의집전문요양원,031-543-3980,경기도 포천시 가산면 부흥로 718,경기도 포천시 가산면 금현리 649-4,37.8112500742,127.1913725970,S
선혜원,031-536-5907,경기도 포천시 관인면 북원로641번길 28,경기도 포천시 관인면 초과리 458,38.1418145693,127.2389535058,S
굿모닝약국,031-532-6097,경기도 포천시 관인면 탄동길 2,경기도 포천시 관인면 탄동리 649-33,38.1581607278,127.2501041810,S
CU관인터미널점,031-536-6220,경기도 포천시 관인면 탄동길 2,경기도 포천시 관인면 탄동리 649-33,38.1581607278,127.2501041810,S
현대상회,031-533-6654,경기도 포천시 관인면 창동로 1840,경기도 포천시 관인면 탄동리 654-6,38.1565420468,127.2517989990,S
화랑검도태권도,031-531-0996,경기도 포천시 내촌면 내촌로 83,경기도 포천시 내촌면 내리 311-3번지,37.7871055622,127.2287242526,S
할머니상회(할매문구),031-542-2466,경기도 포천시 삼육사로2111번길 42,경기도 포천시 선단동 750-6번지,37.8619597853,127.1562711879,S
소원문구,,경기도 포천시 삼육사로2111번길 20,경기도 포천시 선단동 761-1,37.8603350620,127.1554602165,S
천지태권도장,031-544-4552,경기도 포천시 삼육사로2111번길 15,경기도 포천시 선단동 762-14번지,37.8602160624,127.1548355155,S
예일보습미술학원,031-541-0202,경기도 포천시 삼육사로2111번길 7,경기도 포천시 선단동 762-8번지,37.8596292871,127.1545199428,S
온골팬시,031-543-7604,경기도 포천시 소흘읍 송우로 53,경기도 포천시 소흘읍 송우리 159-3번지,37.8286532238,127.1430850867,S
대한학원,031-542-9597,경기도 포천시 소흘읍 송우로40번길 6,경기도 포천시 소흘읍 송우리 209-6번지,37.8288561139,127.1446068125,S
추산태권도장,,경기도 포천시 소흘읍 솔모루로3번길 52-42,경기도 포천시 소흘읍 송우리 392-13번지,37.8268143020,127.1371055686,S
홍익태권도장,031-542-5822,경기도 포천시 소흘읍 검바위1길 23,경기도 포천시 소흘읍 초가팔리 290-2번지 상운아파트 상가,37.8191128583,127.1475849188,S
나지르마을,031-533-0032,,경기도 포천시 신북면 계류리 607,,,F
유진슈퍼,,,경기도 포천시 신북면 신평리,,,F
이마트24 포천체육공원점,,,경기도 포천시 신읍동 104-2번지 공원빌라,37.8931410824,127.1975593340,S
공룡나라어린이집,,경기도 포천시 호병로1길 15,경기도 포천시 신읍동 116-19번지,37.8947651725,127.1947434115,S
고바우문구,031-534-1890,경기도 포천시 신읍4길 2,경기도 포천시 신읍동 121-1,37.8961595680,127.1972171436,S
가온누리 강호태권도장,031-535-7892,경기도 포천시 신읍길 26,경기도 포천시 신읍동 130-3번지,37.8960105786,127.1988669530,S
한국태권도장,,경기도 포천시 신읍길 31,경기도 포천시 신읍동 131-6번지,37.8959638828,127.1982302116,S
영어 튼튼마스터클럽 어학원,,경기도 포천시 신읍길 36,경기도 포천시 신읍동 135-20번지 푸른타운 1층,37.8962695349,127.1979218704,S
승리태권도장,031-536-5402,경기도 포천시 왕방로 258,경기도 포천시 신읍동 223-3번지,37.9026901220,127.2027640485,S
현대종합학원,031-535-8489,경기도 포천시 학동로 39,경기도 포천시 신읍동 223-4번지,37.9026363890,127.2029007623,S
글샘학원,031-536-9090,경기도 포천시 왕방로 265,경기도 포천시 신읍동 225-9번지,37.9036284998,127.2031697727,S
한신슈퍼,031-536-7686,경기도 포천시 학동로 49,경기도 포천시 신읍동 228-5번지,37.9033462250,127.2020334148,S
우리집,031-533-0691,경기도 포천시 어룡3길 31-35,경기도 포천시 어룡동 231-3,37.8814370626,127.1786280978,S
영북태권도장,,경기도 포천시 영북면 운천로34번길 13,경기도 포천시 영북면 운천리 520-2번지,38.0922736597,127.2700578502,S
정무태권도장,,경기도 포천시 영중면 양문로 100,경기도 포천시 영중면 양문리 770-17번지,38.0015934981,127.2428456225,S
지혜학원,031-533-8914,경기도 포천시 영중면 양문로7길 6,경기도 포천시 영중면 양문리 802-6번지 2층,38.0019165876,127.2422180367,S
이동태권도,031-532-1212,경기도 포천시 이동면 늠바위1길 4,경기도 포천시 이동면 장암리 180-13번지,38.0302311623,127.3716176916,S
광릉불고기,031-533-2522,경기도 포천시 일동면 화동로 1006,경기도 포천시 일동면 기산리 290-22번지,37.9535197215,127.3154525948,S
고려태권도장,,경기도 포천시 일동면 소야길 20,경기도 포천시 일동면 기산리 88-13번지,37.9563303572,127.3145576803,S
성원주유소,031-531-5166,경기도 포천시 일동면 화동로 1207-1,경기도 포천시 일동면 화대리 664-3번지,37.9681484711,127.3278255594,S
포천분도마을,031-539-0500,경기도 포천시 자작로4길 72,경기도 포천시 자작동 589,37.8737823160,127.1647440318,S
cu편의점 감일포웰시티점,,경기도 하남시 감일백제로 70-1,경기도 하남시 감이동 491번지,37.5034661515,127.1636350023,S
cu편의점 감일라포레점,,,경기도 하남시 감이동 500번지 포웰시티푸르지오라포레,37.4980452543,127.1655033610,S
포웰공인중개사,02-400-1566,경기도 하남시 감일백제로 20,경기도 하남시 감이동 500번지 포웰시티푸르지오라포레 101호,37.4980452543,127.1655033610,S
하우스홀드,02-474-7774,경기도 하남시 감북로 36,경기도 하남시 감일동 14-3번지,37.5156904141,127.1611132984,S
GS편의점 하남서부점,031-479-4479,경기도 하남시 감북로 56,경기도 하남시 감일동 2-5번지,37.5158953758,127.1634434336,S
CU편의점(하남덕풍본점),031-794-0344,경기도 하남시 신장로 201,경기도 하남시 덕풍동 349번지,37.5430043498,127.1987190515,S
바다약국,031-794-7355,경기도 하남시 덕풍공원로 43,경기도 하남시 덕풍동 364-13번지,37.5394328434,127.1978844673,S
삼성작은슈퍼,031-791-8238,경기도 하남시 덕풍공원로47번길 26,경기도 하남시 덕풍동 365-23번지,37.5397516672,127.1991962371,S
착한문구,,경기도 하남시 역말로 68,경기도 하남시 덕풍동 423-3번지,37.5375536727,127.2032799493,S
기린슈퍼,,경기도 하남시 덕풍공원로 85,경기도 하남시 덕풍동 429-9번지,37.5370054611,127.2003504912,S
풍산온누리약국,031-794-1288,경기도 하남시 덕풍동로 111,경기도 하남시 덕풍동 744-2번지 풍산캐슬 108호,37.5511950252,127.2084336222,S
행복한약국,,경기도 하남시 덕풍북로 259,경기도 하남시 덕풍동 811-3번지 102호,37.5480172272,127.2100535402,S
아이파크부동산,031-796-7770,경기도 하남시 덕풍남로 11-1,경기도 하남시 덕풍동 823번지,37.5471415286,127.2094909036,S
